,id,artist,title,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,18CkD6cVDEFOzu7cIaCv7n,Wolfgang Amadeus Mozart,"Symphony in D Major (Overture from ""La finta giardiniera"", K. 196 & K. 127 (207a)): II. Andante grazioso",Nikolaus Harnoncourt Conducts Mozart Early Symphonies,30,0.279,0.0265,1.0,-25.575,0.0,0.0583,0.945,0.00399,0.134,0.165,172.721,132547.0,3.0
1,2wXu2k0TvfqEFNRUZikStI,Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": II. Romance. Andante","Mozart: Symphonies Nos. 28, 33, 35 & Serenade No. 13 ""Eine kleine Nachtmusik""",20,0.266,0.0692,0.0,-22.05,1.0,0.0452,0.798,0.709,0.0949,0.207,81.662,317027.0,4.0
2,3htOEGZkLHJlDf8W02dKvy,Wolfgang Amadeus Mozart,"Symphony No. 33 in B-Flat Major, K. 319: III. Menuetto - Trio","Mozart: Symphonies Nos. 28, 33, 35 & Serenade No. 13 ""Eine kleine Nachtmusik""",19,0.415,0.0388,10.0,-18.555,1.0,0.0354,0.985,0.458,0.0906,0.555,137.172,172867.0,3.0
3,3lYtKnLTruwOGr1noGi2D9,Wolfgang Amadeus Mozart,"Concerto for Horn and Orchestra in E-flat Major, K.447: II. Romance. Larghetto - Instrumental",Mozart: Horn Concerti,32,0.216,0.00843,8.0,-27.064,1.0,0.0401,0.99,0.845,0.111,0.144,70.452,283133.0,4.0
4,50lUhaH60BWIsf8KOjrRrb,Wolfgang Amadeus Mozart,"Concerto for Flute & Harp in C Major, K. 299: II. Andantino","Mozart: Concerto for Flute and Harp in C Major, Piano Concerto No. 19 & Piano Sonata No. 16 ""Sonata facile"" (Arr. X. de Maistre)",25,0.304,0.099,5.0,-21.246,1.0,0.0436,0.966,0.906,0.107,0.181,122.633,479160.0,4.0
5,6fbS068D6CV5geWaeJAvNU,Wolfgang Amadeus Mozart,"Clarinet Quintet in A Major, K. 581: II. Larghetto","Schubert: Piano Quintet in A Major, D. 667 ""Trout"" - Mozart: Clarinet Quintet in A Major, K. 581",17,0.16,0.0258,2.0,-27.456,1.0,0.0416,0.966,0.452,0.115,0.0757,87.63,380693.0,4.0
6,4GT22FrT5ZxDc8oYgh2uxK,Wolfgang Amadeus Mozart,"Symphony No. 24 in B-Flat Major, K. 182 (173dA): II. Andantino grazioso",Nikolaus Harnoncourt Conducts Mozart Early Symphonies,35,0.124,0.00688,3.0,-35.923,1.0,0.0442,0.984,0.0169,0.085,0.0387,83.444,208893.0,4.0
7,0GJF7ZRU1xj3IJ2g2FvDrH,Wolfgang Amadeus Mozart,"Symphony No. 13 in F Major, K. 112: II. Andante",Nikolaus Harnoncourt Conducts Mozart Early Symphonies,18,0.313,0.0177,5.0,-27.806,1.0,0.0502,0.917,0.0774,0.141,0.161,116.684,273360.0,4.0
8,4UoTkpYwG0GfMiZ6VaUtrz,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": II. Andante",Mozart: The Complete Piano Concertos,38,0.174,0.038,5.0,-25.788,1.0,0.0376,0.98,0.922,0.103,0.103,184.128,418867.0,3.0
9,2R5c9OmwdS8ELBfwIOW7al,Wolfgang Amadeus Mozart,"Serenade No. 10 in B-Flat Major, K. 361 ""Gran partita"": III. Adagio - Instrumental","Mozart: Serenade, K. 361; Sonata for Bassoon & Cello, K. 292 (Remastered)",19,0.0879,0.0212,3.0,-26.045,1.0,0.0427,0.995,0.626,0.125,0.0377,84.734,395547.0,3.0
10,4nK1p0sOMzi1fHYQco0REX,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: Adagio",Mozart: Clarinet Concerto - Clarinet Quintet,22,0.0669,0.0253,2.0,-25.325,1.0,0.0547,0.984,0.377,0.0863,0.0392,73.174,564307.0,3.0
11,10YmoRzNhCqKd3YV5oLx6S,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: II. Romance",Mozart: The Complete Piano Concertos,24,0.212,0.034,10.0,-26.235,1.0,0.0345,0.989,0.932,0.101,0.111,79.884,565133.0,4.0
12,7MZYcbKjK8BQafByBYfZCH,Wolfgang Amadeus Mozart,"Piano Sonata No. 11 in A Major, K. 331: I. Theme & Variations. Andante grazioso",Mozart: Sonatas for Piano,38,0.327,0.046,9.0,-27.375,1.0,0.0479,0.994,0.895,0.0858,0.204,137.902,828000.0,4.0
13,3wCOwYa1dmWtD9c2CTfSlB,Wolfgang Amadeus Mozart,"String Quartet No. 22 in B-Flat Major, K. 589 ""Prussian No. 2"": II. Larghetto",Mozart: The Prussian Quartets,17,0.302,0.0847,3.0,-21.296,1.0,0.0551,0.968,0.759,0.109,0.319,116.613,387467.0,4.0
14,2WXUZXuTYI3gvDzlmL0vCN,Wolfgang Amadeus Mozart,"Oboe Concerto in C Major, K. 314/285d: II. Adagio non troppo",Mozart: Werke für Oboe und Orchester,17,0.254,0.0412,5.0,-22.677,1.0,0.0435,0.988,0.83,0.114,0.0565,104.26,413453.0,4.0
15,4UfhZzSi3kWOXXdNi1DKhc,Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492: Atto Terzo: Dove sono i bei momenti (No. 20, Aria: La Contessa)","Mozart: Le nozze di Figaro, K. 492",17,0.32,0.0671,0.0,-19.868,1.0,0.0471,0.989,0.00787,0.109,0.0782,133.885,281320.0,4.0
16,0zWYlc7DAAXp6xL0gsMHBx,Wolfgang Amadeus Mozart,"Piano Sonata No. 5 in G Major, K. 283: II. Andante",The Mozart Album,20,0.383,0.035,0.0,-27.395,1.0,0.0471,0.995,0.887,0.0892,0.197,87.553,323733.0,4.0
17,0ueEeODgWDskzcHaJjKm0m,Wolfgang Amadeus Mozart,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione",The Mozart Album,20,0.295,0.0585,5.0,-25.003,1.0,0.0412,0.993,0.918,0.0934,0.0934,66.881,535960.0,4.0
18,2Bo5Armh5v37ultpBv4oX2,Wolfgang Amadeus Mozart,"Concerto No. 10 in E-Flat Major for Two Pianos and Orchestra, K. 365: II. Andante",Rudolf Serkin Plays Mozart Piano Concertos,15,0.321,0.0622,10.0,-26.949,1.0,0.0353,0.989,0.884,0.186,0.158,87.488,456307.0,4.0
19,6D21dtBZrSSVuI7jr1Ud6P,Wolfgang Amadeus Mozart,"Rondo in A Minor for Piano, K. 511",Rudolf Serkin Plays Mozart Piano Concertos,15,0.39,0.0359,9.0,-27.417,0.0,0.0413,0.99,0.891,0.0758,0.222,108.232,659427.0,4.0
20,4TyIKvj7baNOEtgWuQa9XA,Wolfgang Amadeus Mozart,"Piano Sonata in D Major, K. 311: II. Andante con espressione","Mozart Klaviersonaten: Piano Sonatas K309, 310, 311, 330",14,0.344,0.0181,7.0,-29.356,1.0,0.0453,0.994,0.902,0.105,0.39,89.562,289107.0,4.0
21,3GqdRVFhx4kM5m0FB2fCNY,Wolfgang Amadeus Mozart,"Piano Sonata in C Major, K. 330: II. Andante cantabile","Mozart Klaviersonaten: Piano Sonatas K309, 310, 311, 330",14,0.468,0.00794,5.0,-31.76,1.0,0.0508,0.995,0.907,0.0666,0.263,105.263,365067.0,4.0
22,1gG1Q2MLrLEEHBJHblUO5j,Wolfgang Amadeus Mozart,"String Quartet No. 17 in B-Flat Major, K. 458 ""Hunt"": II. Menuetto",Guarneri Quartet plays Mozart Quartets and Quintets,15,0.287,0.106,10.0,-20.48,1.0,0.0386,0.948,0.35,0.176,0.422,113.426,258827.0,3.0
23,5aHUutQkAFN1b4X7jRGraK,Wolfgang Amadeus Mozart,"String Quartet No. 19 in C Major, K. 465 ""Dissonant"": II. Andante cantabile",Guarneri Quartet plays Mozart Quartets and Quintets,15,0.177,0.113,5.0,-21.992,1.0,0.0407,0.928,0.428,0.12,0.118,97.378,443960.0,3.0
24,6USnsCsj1czuL0MK6mB0Ds,Wolfgang Amadeus Mozart,"Symphony No. 39 in E-Flat Major, K. 543: II. Andante con moto","Mozart: Symphonies Nos. 39, 40 & 41",16,0.239,0.0467,8.0,-23.417,1.0,0.041,0.975,0.481,0.0823,0.074,107.33,455960.0,4.0
25,4VIoXadNlpw59WRGfavhcW,Wolfgang Amadeus Mozart,"Symphony No. 35 in D Major, K. 385 ""Haffner"": II. Andante","Mozart: Symphonies Nos. 28, 33, 35 & Serenade No. 13 ""Eine kleine Nachtmusik""",14,0.188,0.0515,2.0,-22.475,1.0,0.0375,0.96,0.842,0.121,0.0739,77.969,270773.0,4.0
26,6e801vlV2siFNhNq9zT8yl,Wolfgang Amadeus Mozart,"Serenade No. 9 in D Major, K. 320 ""Posthorn"": III. Concertante. Andante grazioso",Mozart Makes You Smarter,16,0.211,0.0552,7.0,-21.702,1.0,0.042,0.964,0.919,0.092,0.133,149.343,451533.0,4.0
27,3hiRVYldkW5KAoUsSqaUS0,Wolfgang Amadeus Mozart,"Quartet for Flute, Violin, Viola & Cello No. 4 in A major, K. 298: Andante (4 Variations)",W. A. Mozart: Flute Quartets - Oboe Quartet,13,0.24,0.0507,8.0,-24.318,0.0,0.0364,0.964,0.0175,0.156,0.217,98.146,360493.0,4.0
28,0Bdy7OzJY2Z3J0jFqEXpqS,Wolfgang Amadeus Mozart,"Divertimento No. 11 in D Major, K. 251, ""Nannerl Septet"": III. Andantino","Mozart: Marches K. 335, No. 1 & 2; Serenade K. 320 & Divertimento K. 251",12,0.305,0.0305,9.0,-22.502,1.0,0.0428,0.966,0.838,0.131,0.179,116.869,245067.0,4.0
29,0RqTgb5GzCp2MPFJiz0M1e,Wolfgang Amadeus Mozart,"Serenade No. 11 in E-Flat Major, K. 375: III. Adagio","Mozart: Serenade No. 11 in E-Flat Major, K. 375 & Beethoven: Trio in B-Flat Major, Op. 11 & Quintet in E-Flat Major, Op. 16",18,0.118,0.0387,10.0,-21.224,1.0,0.0432,0.995,0.738,0.171,0.0483,80.003,384000.0,3.0
30,2rfAfxXxPSuTHlXenstB9q,Wolfgang Amadeus Mozart,"Piano Quintet in E-Flat Major, K. 452: III. Rondo. Allegretto",Mozart & Beethoven: Piano Quintets,15,0.42,0.0335,3.0,-26.343,1.0,0.0354,0.988,0.796,0.188,0.417,84.608,347133.0,4.0
31,0iiteHczcpMQs9FcpjaDYB,Wolfgang Amadeus Mozart,"Piano Concerto No. 17 in G Major, K. 453: II. Andante",The Mozart Album,20,0.18,0.0228,0.0,-27.71,1.0,0.0373,0.983,0.93,0.104,0.0424,85.161,717520.0,4.0
32,6qMqnbzY0wsnwa7KUFm1g0,Wolfgang Amadeus Mozart,"Piano Concerto No. 24 in C Minor, K. 491: II. Larghetto",The Mozart Album,36,0.263,0.0359,3.0,-26.775,1.0,0.0353,0.99,0.907,0.106,0.143,99.742,467267.0,4.0
33,2y3i5219Mc2vZHHIxxNTHZ,Wolfgang Amadeus Mozart,"Great Mass in C Minor, K. 427 (417a): II. Gloria - Laudamus te - Allegro aperto",Claudio Abbado - The RCA and Sony Album Collection,10,0.332,0.0577,5.0,-26.333,1.0,0.05,0.869,0.228,0.565,0.238,120.113,297800.0,4.0
34,0eqZsS04qVJgKZWt5xJ4Af,Wolfgang Amadeus Mozart,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": II. Andante cantabile","Mozart: Symphonies Nos. 40 & 41 ""Jupiter""",24,0.0813,0.0471,5.0,-24.696,1.0,0.0415,0.968,0.868,0.112,0.0399,75.339,477667.0,4.0
35,2RgpkYO2xAebrIuENNexTp,Wolfgang Amadeus Mozart,"Symphony No. 40 in G Minor, K. 550: II. Andante","Mozart: Symphonies Nos. 40 & 41 ""Jupiter""",13,0.239,0.0114,3.0,-24.338,1.0,0.0421,0.978,0.516,0.152,0.0444,92.085,503733.0,3.0
36,575ONgu5MboJu3si1y9tZA,Wolfgang Amadeus Mozart,"Violin Concerto No. 4 in D Major, K. 218: I. Allegro",Mozart: Works for Violin & Orchestra,20,0.455,0.117,2.0,-19.749,1.0,0.0455,0.972,0.506,0.162,0.506,118.582,501067.0,4.0
37,5yi2KbgMKJXky72rUfXez3,Wolfgang Amadeus Mozart,"Duo for Violin and Viola, K. 424: III. Tema con variazioni",Mozart: Duos / Leclair: Sonata,12,0.416,0.0806,10.0,-21.117,1.0,0.0477,0.977,0.0226,0.0808,0.551,131.853,535000.0,4.0
38,3FmOa4r030ZTCXLjIM5bnA,Wolfgang Amadeus Mozart,"Sonata in G Major, K. 301: I. Allegro con spirito",The Mozart Sonatas for Violin and Piano,28,0.38,0.188,7.0,-16.975,1.0,0.0359,0.981,0.107,0.113,0.438,137.849,496547.0,4.0
39,0J2NKH6efcWwIK5oLqx4iN,Wolfgang Amadeus Mozart,"Sonata in C Major, K. 303: II. Tempo di menuetto",The Mozart Sonatas for Violin and Piano,13,0.359,0.143,0.0,-19.948,1.0,0.0377,0.986,0.191,0.14,0.497,104.309,297507.0,3.0
40,3XUOkjx2nvwdtpFm0atJZ4,Stardust Vibes,"Thunderstorm Sounds for Sleep, Relaxation or Study","Thunderstorm Sounds for Sleep, Relaxation or Study",53,0.166,0.833,5.0,-16.173,0.0,0.112,0.00233,0.786,0.103,0.0125,115.636,4500062.0,3.0
41,4WiXpPWGGvnLrAouAxYCzM,Stardust Vibes,Thunderstorm in Norway,Thunderstorm Sounds for Sleep: Best Of,47,0.0811,0.684,5.0,-18.81,0.0,0.0676,0.00298,0.779,0.353,0.0193,85.105,595000.0,4.0
42,01ebCjtQ0B5zbhFBC1SrLM,Stardust Vibes,Heavy Thunderstorm at Night,Thunderstorm Sounds for Sleep: Best Of,48,0.123,0.883,1.0,-17.194,1.0,0.0812,0.0943,0.902,0.762,0.0239,97.545,595000.0,4.0
43,2T5Lipk1QTtvt76Xjcwrxc,Stardust Vibes,Heavy Thunderstorm Sounds,Heavy Thunderstorm Sounds,53,0.137,0.936,5.0,-14.84,0.0,0.0951,0.0627,0.831,0.277,0.0196,102.04,4500000.0,4.0
44,4aI2hkqbkeCoIx9yZRVbbs,Stardust Vibes,Rain and Thunder on a Tin Roof,Thunderstorm Sounds for Sleep: Best Of,45,0.166,0.999,1.0,-11.179,0.0,0.103,0.15,0.00015,0.756,0.00858,127.371,595000.0,3.0
45,4KI58rVnxgWrHJDgQmKWdf,Stardust Vibes,"Rain Sounds on a Tin Roof & Thunder for Sleep, Relaxation or Study","Rain Sounds on a Tin Roof & Thunder for Sleep, Relaxation or Study",49,0.167,1.0,1.0,-9.069,0.0,0.133,0.159,0.0025,0.862,0.0017,126.517,4500000.0,4.0
46,5nKL6QcGo0c0DXKnBBEufK,Nature Therapy,South Coast Thunderstorm,"Stormy Weather: Best Of, Vol. 1",0,0.142,0.00553,4.0,-21.211,1.0,0.494,0.111,0.973,0.146,1e-05,137.398,597000.0,4.0
47,4D1kTv4je0gQNzuziUEIQc,Stardust Vibes,Powerful Storm and Sea off the Atlantic Coast,Thunderstorm Sounds for Sleep: Best Of,45,0.0912,0.706,1.0,-14.841,1.0,0.0811,0.297,0.94,0.63,0.0159,88.646,598000.0,3.0
48,0pU6xP6TC2Kd0OQ8VFCelJ,Stardust Vibes,Thunderstorm and Ocean Sounds,Thunderstorm and Ocean Sounds,48,0.081,0.777,1.0,-13.337,1.0,0.106,0.252,0.917,0.175,0.0108,85.29,4500000.0,4.0
49,144oC1nsQCCdHyREfEK7f5,Nature Therapy,Jetty Thunderstorm,"Stormy Weather: Best Of, Vol. 1",0,0.157,0.988,9.0,-22.996,0.0,0.0928,0.0478,0.652,0.981,1e-05,109.287,595000.0,4.0
50,5B75MQpx3MgpCfrdt2C8Ky,Stardust Vibes,Thunder and Rain on a Misty Mountain Path,Thunderstorm Sounds for Sleep: Best Of,46,0.14,0.914,11.0,-16.12,0.0,0.0879,0.0262,0.956,0.772,0.00832,88.719,597000.0,3.0
51,50jLJSKJLnx8Soj4KrWwl2,Stardust Vibes,"Go to Sleep with Thunder and Rain Sounds for Sleeping, Relaxation or Study","Go to Sleep with Thunder and Rain Sounds for Sleeping, Relaxation or Study",48,0.127,0.959,11.0,-14.558,0.0,0.138,0.03,0.952,0.384,0.00341,87.795,4500000.0,3.0
52,4IXVicFePlAVEocaPsxryI,Stardust Vibes,Rain and Heavy Wind Sounds with Distant Thunder and Ocean Waves,Thunderstorm & Rain Sounds for Sleeping: Best of 2 (Loopable),42,0.103,0.751,2.0,-12.576,0.0,0.0841,0.151,0.972,0.347,1e-05,84.593,574000.0,4.0
53,4Fz3hkKpnDlwlvjxanDd41,Stardust Vibes,"Heavy Rain, Thunder and Strong Wind Sounds","Heavy Rain, Thunder and Strong Wind Sounds",46,0.131,0.886,2.0,-10.703,0.0,0.134,0.141,0.983,0.354,1e-05,100.626,4500000.0,4.0
54,0gSgj17oY1shnG1FkNhtky,Stardust Vibes,Thunderstorm Sounds for Sleeping with 3d Audio,Thunderstorm & Rain Sounds for Sleeping: Best of 2 (Loopable),46,0.108,0.74,5.0,-18.406,0.0,0.0762,0.00317,0.8,0.364,0.0183,80.168,590000.0,4.0
55,61pjc8wwxTQdfQVc4w5imD,Stardust Vibes,"Soothing Rain Sounds in Glastonbury for Sleep, Relaxing or Study","Soothing Rain Sounds in Glastonbury for Sleep, Relaxing or Study",50,0.179,1.0,6.0,-18.843,0.0,0.0571,0.373,0.912,0.965,1e-05,88.833,4500000.0,4.0
56,2VZfInVM0E4tYDekmGICSB,Stardust Vibes,Thunderstorm and Rain in a Norwegian Village,Thunderstorm Sounds for Sleep: Best Of,42,0.148,0.597,9.0,-20.431,0.0,0.0771,0.00176,0.849,0.164,0.0258,106.193,570000.0,4.0
57,6BMfcYrA80PoN31JKCuBzA,Stardust Vibes,Thunderstorm and Rain Sounds,Thunderstorm and Rain Sounds,47,0.0981,0.683,5.0,-20.007,0.0,0.104,0.00111,0.825,0.0741,0.0168,91.14,4500000.0,4.0
58,0JUphrTQfwiPa2qGl3lD7d,Nature Therapy,After the Storm,"Stormy Weather: Best Of, Vol. 1",4,0.102,0.59,0.0,-28.204,0.0,0.0515,0.107,0.991,0.734,0.0196,91.464,539469.0,4.0
59,34gCuhDGsG4bRPIf9bb02f,Ed Sheeran,Thinking out Loud,x (Deluxe Edition),83,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,4.0
60,0fioLzGM8ngbD1w6fMmm45,Sam Smith,I'm Not The Only One,In The Lonely Hour,1,0.453,0.496,5.0,-5.785,1.0,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,239317.0,4.0
61,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,I'm Yours,We Sing. We Dance. We Steal Things.,83,0.686,0.457,11.0,-8.322,1.0,0.0468,0.595,0.0,0.105,0.718,150.953,242187.0,4.0
62,1NrJYpdAi7uosDRPmSYrsG,OneRepublic,Apologize,Dreaming Out Loud,71,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107.0,4.0
63,7GDOZ3UrVXDnpqV6Jxjb8h,Fljúga,Condemned,Condemned,54,0.604,0.649,2.0,-7.853,0.0,0.0343,0.0572,0.01,0.183,0.259,143.94,221441.0,4.0
64,3goSVuTt3fDYDP6kRnFwuL,Rihanna,Take A Bow,Good Girl Gone Bad: Reloaded,77,0.697,0.467,9.0,-7.536,1.0,0.0715,0.248,0.0,0.0941,0.572,82.082,229413.0,4.0
65,7vA2Y79Q4bBqdzBCfHeGEe,Noah Kahan,Hurt Somebody (With Julia Michaels),Hurt Somebody,68,0.633,0.559,6.0,-5.135,1.0,0.313,0.336,0.0,0.262,0.473,114.987,168640.0,4.0
66,6UofkwvRPHUwq9iEG9VMEK,Lordnox,Forever Mine,Forever Mine,57,0.66,0.55,5.0,-7.251,1.0,0.0649,0.229,0.0,0.0913,0.392,125.968,213338.0,4.0
67,75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,A Rush of Blood to the Head,84,0.56,0.442,5.0,-7.224,1.0,0.0243,0.727,1.71e-05,0.11,0.212,146.448,309600.0,4.0
68,1hkrrzCHWx3SwwrBp3i9h7,adan diaz,ripped jeans,ripped jeans,61,0.476,0.357,9.0,-8.123,1.0,0.0353,0.702,0.0,0.105,0.414,131.114,122924.0,4.0
69,3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,Love In The Future (Expanded Edition),85,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,4.0
70,2x1DvIJJlGkqU8ch9FfWmD,LPX,Delayed Gratification,Delayed Gratification,47,0.694,0.791,1.0,-6.389,1.0,0.0547,0.0237,0.00353,0.0604,0.796,156.008,173479.0,4.0
71,5xT1XqIQbSKJTIbe48ZxEs,Kofi,Nuff Talk (feat. Rodney),Nuff Talk (feat. Rodney),44,0.625,0.664,11.0,-6.505,0.0,0.324,0.432,0.0109,0.112,0.376,126.616,181895.0,5.0
72,51ChrwmUPDJvedPQnIU8Ls,Ed Sheeran,Dive,÷ (Deluxe),75,0.761,0.386,4.0,-6.158,1.0,0.0399,0.355,0.0,0.0953,0.526,134.943,238440.0,3.0
73,49ryxKodPfFav474b3gIDl,Fljúga,Ask Me for a Dance,Ask Me for a Dance,50,0.636,0.53,5.0,-8.838,1.0,0.0437,0.498,0.00931,0.107,0.483,79.937,197984.0,4.0
74,4vb4mFvYsr2h6enhjJsq9Y,Adele,Water Under the Bridge,25,67,0.596,0.838,5.0,-6.52,0.0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,240427.0,4.0
75,6Pce5yn5oOSDB6hZm8Ou2U,Shawn Mendes,In My Blood - Acoustic,In My Blood (Acoustic),64,0.57,0.519,5.0,-5.671,1.0,0.0309,0.733,0.0,0.139,0.24,139.701,212933.0,4.0
76,1nskx07vjQjYlLuZZ1HlYo,Johnning,Someone New,Someone New,49,0.787,0.359,10.0,-12.027,0.0,0.0413,0.166,0.0,0.0938,0.634,128.0,155752.0,4.0
77,7DFNE7NO0raLIUbgzY2rzm,Passenger,Let Her Go,All The Little Lights,77,0.509,0.538,7.0,-7.335,1.0,0.0572,0.385,0.0,0.104,0.244,75.089,252867.0,4.0
78,3smNEkvYPv6yg9t5fbYKR7,Lordnox,Loved by You,Loved by You,57,0.471,0.646,5.0,-4.37,0.0,0.309,0.132,0.0,0.249,0.415,126.17,190341.0,4.0
79,4qug3gWrzeTNm0GhOkugJV,Justin Bieber,Love Yourself,Love Yourself,0,0.795,0.378,4.0,-9.979,1.0,0.316,0.859,0.0,0.204,0.576,100.227,233747.0,4.0
80,2uEJanMvnA1dXgX1ASnPQm,Charlie Puth,One Call Away,One Call Away,60,0.665,0.62,1.0,-5.43,1.0,0.035,0.417,0.0,0.113,0.451,91.008,192075.0,4.0
81,7wch5iJo4JFtmrRfPVUBr1,Fljúga,Youth Memories,Youth Memories,51,0.678,0.355,11.0,-10.102,0.0,0.0354,0.676,0.17,0.0912,0.158,80.982,183648.0,4.0
82,0nhBKubnVz9yFNNprBniWz,Troye Sivan,YOUTH,Blue Neighbourhood (Deluxe),69,0.628,0.737,7.0,-4.437,1.0,0.041,0.0625,0.0,0.0777,0.592,91.507,185194.0,4.0
83,3OalxlWH0v14kyBcNBMINt,Shawn Mendes,Mercy,Illuminate (Deluxe),1,0.562,0.681,11.0,-4.934,0.0,0.0871,0.113,0.0,0.11,0.357,148.064,208733.0,4.0
84,4zTa4w2IK9VxftxJL3RmvJ,Passenger,Let Her Go,All the Little Lights,0,0.484,0.523,7.0,-8.372,1.0,0.0659,0.383,0.0,0.0855,0.238,74.514,250867.0,4.0
85,1Pw5C4N6Fn5E4mGCxmbbVa,James Arthur,Say You Won't Let Go,Say You Won't Let Go,74,0.4,0.564,10.0,-7.444,1.0,0.0523,0.693,0.0,0.0863,0.483,99.269,211240.0,4.0
86,3hB5DgAiMAQ4DzYbsMq1IT,Justin Bieber,Love Yourself,Purpose (Deluxe),4,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418,233720.0,4.0
87,6PJ8FF6UR8FZXfEvpHkIVN,Ed Sheeran,How Would You Feel (Paean),÷ (Deluxe),69,0.617,0.439,9.0,-5.63,1.0,0.0269,0.424,0.0,0.127,0.242,139.979,280533.0,4.0
88,3cNjgVBKTJ1SvKhunrCdVy,Joel Adams,Please Don't Go,Please Don't Go,75,0.513,0.768,4.0,-4.868,0.0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,210580.0,4.0
89,2RttW7RAu5nOAfq6YFvApB,Ed Sheeran,Happier,÷ (Deluxe),82,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,207520.0,4.0
90,0dIOvducp7ujHTqj66cQ3X,5 Seconds of Summer,Amnesia,5 Seconds Of Summer,68,0.594,0.497,2.0,-5.26,1.0,0.0303,0.0343,0.0,0.162,0.101,101.668,237248.0,4.0
91,02WacdrRpm4zlP8H7X6bnQ,Calum Scott,Dancing On My Own,Dancing On My Own,7,0.608,0.174,1.0,-8.796,1.0,0.0332,0.851,1.92e-05,0.0855,0.193,112.175,260004.0,4.0
92,3NdDpSvN911VPGivFlV5d0,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",I Don’t Wanna Live Forever (Fifty Shades Darker),4,0.735,0.451,0.0,-8.374,1.0,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,245200.0,4.0
93,5nA67Y0XX9JipZwYxX7Gl7,Niall Horan,This Town,This Town,1,0.687,0.409,9.0,-7.751,1.0,0.0311,0.71,0.0,0.126,0.16,111.861,232600.0,4.0
94,40EB7ABUO6MoWMUwPKptJ7,James Bay,Let It Go,Chaos And The Calm,68,0.546,0.311,1.0,-10.396,1.0,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533.0,4.0
95,3zHq9ouUJQFQRf3cm1rRLu,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),79,0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,252534.0,4.0
96,7l1qvxWjxcKpB9PCtBuTbU,Bruno Mars,Count on Me,Doo-Wops & Hooligans,73,0.577,0.397,0.0,-5.98,1.0,0.028,0.84,0.0,0.0772,0.509,89.044,197373.0,4.0
97,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,Doo-Wops & Hooligans,80,0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0,4.0
98,4JIo8RztBbELr2gWJ5OGK6,Little Mix,Secret Love Song (feat. Jason Derulo),Get Weird (Deluxe),77,0.534,0.642,9.0,-3.971,1.0,0.0504,0.259,0.0,0.29,0.131,92.963,249813.0,4.0
99,3AFfyUXTfj12PgrOkZiiJo,Shawn Mendes,Treat You Better,Illuminate,2,0.748,0.819,10.0,-4.032,0.0,0.198,0.13,0.0,0.111,0.792,110.645,187973.0,3.0
100,5kqIPrATaCc2LqxVWzQGbk,Lukas Graham,7 Years,Lukas Graham,80,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,237300.0,4.0
101,1HNkqx9Ahdgi1Ixy2xkKkL,Ed Sheeran,Photograph,x (Deluxe Edition),84,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,4.0
102,66CFbqJScx6zRieGllITcs,Wiz Khalifa,See You Again (feat. Charlie Puth),Nine Track Mind,59,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,229526.0,4.0
